Id,Predicted
113802,331165.91366184055
169747,496208.96022295835
45819,405155.18653741723
36170,315126.22070622526
84049,483760.9171780253
104675,312741.777663733
66165,834100.8260950367
92499,351345.8544005726
107783,542710.0061064002
148441,497300.4642528492
12344,264284.2559460041
93256,574251.0089858277
48139,424855.89999639324
101908,372659.84096319514
134084,446707.2014702048
17216,253477.65374814474
185201,650288.8638245304
185016,649734.570286303
25318,351365.3158880236
65253,319009.3545669422
57696,231265.12986879452
30939,384833.9271346384
128338,395357.28096570243
104156,453655.0729384253
41455,373593.6856259768
126390,378478.8948574733
165803,508797.0155154993
108253,368143.7030871674
15221,104884.02728626289
129322,333110.102792026
86142,637934.2463199401
150957,484135.8697712598
97028,425779.06461516896
3219,392721.4742116133
172533,504364.65797173127
147313,439965.1245864593
168865,462995.4454807286
138278,494350.6954730821
82280,288562.8631979342
4380,333702.59007950395
4327,553249.4359030225
109861,404319.7704011798
45273,462971.8137105945
102888,751741.7855367895
77664,452685.48204015987
58355,330307.69060225267
91308,195479.25849885913
169692,501982.9410756417
154931,535892.3595387159
123897,480439.79382661777
43550,424378.7531568272
94084,398071.9308925642
63629,331222.76079080184
163153,426766.7095278161
165076,629122.3023891114
55701,334721.3686562516
19310,366392.5682991496
18205,356154.8761751739
59608,537155.1267435445
60785,515051.641679576
51513,343035.1901691507
145397,453482.23955435515
101693,395185.37539247435
164688,509355.9815465503
82863,320550.336177478
1754,291150.60147243395
5376,405194.9849831229
130074,493219.08215838525
102843,696442.1381724182
29760,329709.38385795226
130642,414831.1407569834
31347,461030.35489270417
24205,286023.6562045721
165100,438360.04690796265
81514,466172.54185948626
116369,583215.2774021066
84639,399418.1044990898
97982,462715.04398242396
91083,707735.2192229214
149132,540539.0387381855
41826,471868.7927682424
52033,199603.59851826844
21665,288182.3386771658
62257,237210.75932085857
10102,374649.77752314345
23904,340413.7145438724
179693,839159.5435726265
144227,810770.2882307388
120211,347126.9862131399
173440,419383.30289039854
46749,390967.94219961506
96942,532137.4863951872
183177,503531.8315223926
35398,354751.6028602114
30263,303953.7773403862
48194,373768.7136583853
129424,504249.4445768542
110123,407932.93935343117
60370,531507.3624505681
33837,433874.7503209091
108049,481082.2508246122
78656,490568.0870859325
7172,299449.9829037561
66304,419382.0264826539
78058,453975.66967768857
176324,653832.3569080735
165880,522216.40369835513
93902,336457.0558660793
116039,348680.32808617514
151166,486896.8897699185
40210,294511.3596762809
98367,361111.87098742725
160925,494732.80145691556
104371,527271.58508281
78415,691885.1480638772
83660,509952.9862096269
121434,532000.8214406001
78336,600504.4469744801
52510,436955.76589555584
64261,389048.6441123483
97749,497739.75226439803
172084,483566.2981494354
52569,300084.4273855299
57400,446263.1618214502
169875,529011.4247911931
58398,414705.5375046848
183622,658275.8820317968
48753,540685.90056675
130190,596173.8229956886
108466,339308.2476191732
157786,526385.1792936935
95190,361787.3097680175
87452,473165.0511477493
142203,517529.0375996026
130773,623584.3277406548
168853,460515.7980957315
64684,351185.32739113556
57446,345490.2111731227
153747,417920.3582470293
159666,460478.99054324866
71555,419083.16200369527
134319,724912.7588774217
93943,435379.66961566533
109872,544623.545495681
177223,691305.5638560569
93784,527899.1148181519
6380,327695.2634699001
132297,407030.4258933945
125110,488639.50818606233
36843,393745.6195294975
121955,410608.0723719042
82973,547482.8342439879
103986,362782.89705433545
97824,410837.9786167749
64151,436902.18847719824
165946,460615.5309598509
159307,427393.88988753664
131434,392483.5145014401
8556,456381.7095238953
37868,382048.2124357794
14032,314603.13527734345
21341,406839.0629089124
135288,528254.5999167428
50116,276552.96985306055
97940,472804.01735038764
162134,498951.82562880934
166998,499717.123579502
137392,517109.1351859814
1460,408027.76613259455
171905,761274.0472797798
175067,588388.6199502887
172514,567677.4654414996
17738,353233.07014906034
67047,365242.65245820954
124014,525698.1962609253
185762,699342.6092199703
1311,315433.80990354717
119140,598930.8918179887
142546,527576.4855357783
114400,260666.7699739231
22406,522907.99999038444
92766,544105.0568527444
60485,392296.4828937601
91648,461674.0563678438
132526,753007.5458378186
25180,422115.309260721
48904,239852.8751734782
146550,446199.3375339718
19407,574494.0027590734
47699,318760.36556363385
2620,295724.3370895245
174106,567311.260542387
112846,519114.71966311976
83926,462914.5531119919
64285,396303.55797661375
5733,376530.21790467674
87638,522632.5195696813
53604,290335.9284713296
53244,450973.4761487377
82872,336245.4678011821
66096,648875.6150759361
173642,427061.07726841315
145405,407903.01682365616
90156,529893.8941096264
180075,635004.9007191705
5153,297464.1162188565
134959,529087.9548699672
64342,394811.5941596645
51154,444390.6874264331
40845,274575.27591010474
170881,770089.520724203
106257,668225.3743068133
114464,251968.09754822665
97370,443921.72474799666
172227,525383.1225776542
151941,498365.5780714079
107035,466911.52572015946
135274,445809.9897867324
169795,496573.345907449
83718,447375.5999274196
42632,249071.9025917321
68198,369638.158805243
112707,424359.1829769197
36740,346568.24316447624
42954,273943.8690223865
5921,278996.37894085166
40850,242126.29313253105
44668,312524.8851013213
21263,353289.63767185796
162241,552681.4149674567
81902,437063.67482303106
169151,561984.1502614302
154334,478132.2405736437
59218,417925.70642921224
37714,404123.12418529036
106222,469099.0315074236
139069,478285.98516789614
4425,456582.64028477843
140007,427232.7924468477
90024,406633.34677745705
153101,449279.62036894646
37538,279283.6726268416
32399,340527.8774150968
38946,262793.3337329983
151272,469308.09102074587
95430,561287.3223019032
101750,600949.1206697022
16356,299255.444674949
131496,462146.4460464973
167864,497248.15128865704
17832,345789.3051855753
106738,446459.41435609956
33431,324462.1865176755
164505,558915.9709601036
47565,498886.5611806644
99660,531347.0390307636
20200,311573.99564326566
28507,446195.57008974283
43495,401443.6123797022
23794,390781.1807752054
40297,351923.162642336
53944,535101.6538908285
11040,678689.1249795271
106585,439997.64495260816
70050,679642.9358930775
75026,477089.5262946594
142562,497521.6931629805
113332,470813.5227112783
104548,655579.7815476538
159065,491055.74124149024
157589,516976.37355581415
26850,307130.9274962124
83917,381156.2151123735
124331,379737.5858620095
58018,194168.8303457026
163913,593615.188350903
109105,450556.1184723441
97862,452679.68582983623
16478,316895.8993685465
35187,331205.51689877314
25446,445575.50910098053
47828,359995.5213937649
123220,448734.4524159303
16366,328166.06053736
144449,408227.32719928573
39920,261491.83424958115
160888,448576.982928701
47978,286299.70330933505
14331,349043.2097016744
60334,300365.7730639607
49737,280207.1202899571
98533,243644.3599181375
38375,290633.34285318025
176978,721276.5905175491
60474,457194.44844890735
163806,520883.2648717837
4654,379084.6307456426
130912,398155.5865057272
115098,465880.3914703148
56214,264620.0947785973
63720,299974.8556186134
143496,581890.0860993103
33941,369417.78828422225
66720,287607.4417741689
29518,110416.08517390204
68026,548527.8373021684
161546,520589.9024968656
118804,372814.62340720434
126852,449296.95173552586
102392,393869.1630275608
49738,250583.06018587772
49424,396696.28654763504
18184,331633.30364650965
5408,420540.8980828718
157571,491850.49711518525
111705,586398.0180658596
179891,669851.1038645392
76587,291079.3749864774
2629,329818.78690220497
119008,376712.3169948115
128414,312151.301551112
162481,439426.1848061831
39075,391934.8564418831
113444,561729.7980125239
58984,597359.2317619777
134087,450711.57978208666
27723,279468.5560968864
61426,842904.1151801038
26496,303558.37847863877
8183,451646.72025234957
96508,385594.26111105556
56072,456247.78574514133
77192,410101.99829985574
84054,529594.7217275002
55624,366394.08638734184
163711,402736.5796037662
29219,440948.20179419836
81813,481502.2811338892
181000,686862.9590529078
143894,484117.36464045563
141800,524447.3594292336
30009,294969.3702922879
45917,288245.13488931506
14425,356951.33865475445
23268,276636.72474242566
1284,209979.27948660823
69986,734959.2286784297
134779,415180.54316121544
78114,416758.6373906298
128833,440974.36769008567
129335,454494.70170706033
56632,368691.0786765857
46967,270570.8061430288
146611,352102.05426598736
37748,347849.8242083744
156600,483954.11952896963
105167,366945.3088395883
35572,268575.81618483673
154900,572427.6823384459
68778,389722.9787327065
40761,607306.7522853389
76922,395300.01603447873
57737,233769.81476146507
63946,445771.47248356906
111235,380630.39536579035
114882,515868.3252922116
12676,266597.95147968596
138376,465608.528131393
90637,409484.2622437286
184522,637278.9965817232
92974,369952.0638924562
8857,326546.41285808024
27895,294340.4781997521
156181,539788.8700646912
41834,549709.4196244845
157391,562618.9818700132
143702,397738.4552654248
185912,952332.22150127
11229,281322.57842944446
41300,331858.30153722444
72247,372930.61597755476
83180,503062.95509857056
148335,487643.8876149449
7890,396261.95404919947
135138,477820.7808279139
27131,294479.8478888803
166558,564921.1224233673
131032,443536.9832260076
74357,430643.4495091467
156049,340966.6030994418
69414,770547.1108475082
97276,385880.2121926884
82842,356658.42197843635
148527,482969.8369174688
144752,508688.82932009903
18175,341189.684861832
11905,267077.1063616172
171029,511498.36659412406
59320,472442.933811281
84110,374685.8763122462
78965,785059.5619505305
85951,526454.2297755822
163141,467224.1566050863
109999,464384.58749592036
147801,426473.2553021742
139213,447841.06770364824
126460,613981.4044002625
28015,379804.4499569167
181431,664336.3808432521
52696,676318.5765385058
50605,326820.70858671097
165242,511422.88756492396
48813,215191.6942141052
110483,561097.9154199077
89306,326114.5574677275
133442,397478.3369082148
65829,612308.7131549491
87579,372745.2600836095
91465,490929.82509142027
73701,510760.10635332373
15530,367467.91001690755
18230,463349.2366258724
97193,538407.1144943268
166625,544298.4687717961
33195,434309.696542134
136148,536366.2063864471
165033,653984.9125539146
21315,368393.9328445898
91814,270133.1825868425
16891,477340.7412814499
107918,638662.0901483342
79471,463715.2948641349
21862,488821.08553635865
67991,446601.9721561018
165486,537972.6793221614
63600,387121.6058934125
110049,335399.14658308565
112307,360000.2608294395
10157,356397.1633161926
74635,482418.23359487177
25784,503122.2077123823
107059,483383.9546523836
30356,398224.5751156838
87516,617097.2600005246
10936,547437.7063590367
88543,567140.2804567722
139877,433290.4322035142
42424,454289.9644785891
52670,568558.1774125244
166867,445980.95351972885
101107,475711.5508800334
76199,498849.197103593
80888,328829.50912888674
9911,297580.1035654107
156640,458508.87213646254
102356,537266.3026605952
48860,351566.99703683774
102849,731370.768334989
138105,463772.89456153003
117983,450238.54559586087
93922,370844.72585305665
46238,418880.774333507
59022,642466.1453128789
106646,451316.7977695118
120040,499604.5249234494
126172,384608.3970022579
168000,601122.3515104732
80749,414872.97900589945
131491,506638.42037748796
112112,539783.4631535782
47501,295498.64031307027
13728,246704.33370607818
101768,331390.3520987025
6316,317792.0790002686
126098,769037.0507138316
165,371934.38776086224
19524,499952.2916551619
150677,443774.74479457305
59379,384461.589902116
74454,327325.29125359777
175450,665737.5179432204
89244,709852.2715833865
116506,431607.35145101545
147339,476705.7375275273
74001,663764.4312479442
90922,428072.0704709167
1820,482227.16759591404
110186,273764.58278338896
62682,393804.38053350186
89581,478550.9925097055
137848,484855.93604692566
161798,426198.76362903276
170742,498034.7927363798
82918,457512.2652517965
37679,328658.7777406666
154926,416897.49357782985
149598,282384.12739628565
44725,273694.0865790257
90766,555544.6740037864
148899,447645.37557355256
126592,356399.9692662641
157908,403827.26326625445
113713,426401.94341029756
148870,644826.2456474828
165510,498673.46292970295
101470,359345.3881665099
51743,309845.9662657916
27173,144283.36453340843
27812,382268.0204009228
95488,334999.25058606523
173154,651691.6233901597
121352,420474.62795897276
143803,414071.8030956527
63373,323966.94401863235
1386,372717.03264895355
163514,500309.8537185999
35643,290143.9234952544
120579,560373.6197270072
128369,405912.2864242967
141816,461932.7540828267
161838,522044.81900262943
71069,431508.98938951583
77131,464183.11368651426
17667,365157.1970728537
52148,401516.7552234186
72854,561369.2135364946
102035,488992.4922455299
111359,411187.06155179883
17719,362798.2857960786
123306,309427.96448171546
161864,686913.4218200102
180849,623749.051318571
160993,460800.3877992169
162321,353390.9971914728
46481,252083.04982541286
79814,372764.88669365
137789,584385.9577902206
54212,252439.0515624627
33512,350956.94584611786
57246,672808.5034403707
183567,612703.8435859401
126709,468375.3672072748
38938,288044.8465720247
31497,435683.5939531975
43094,392947.8257494607
40278,327851.1054416971
174057,622862.1070276718
88538,577563.4561698342
78488,663736.4722962723
170729,606694.6937209964
173992,550168.2889876892
60975,321834.60447769146
54718,227502.1681141957
178130,645865.3520985977
133730,404449.597511254
70033,721377.9733763505
43395,593697.8832464566
142569,461278.5927735626
25880,244041.12069060735
139537,420926.90254677046
3465,377115.4474535911
40735,527377.5406619448
162957,473182.1822533931
83356,515145.0088657859
32897,299561.20980352233
49245,346377.5818789654
60337,307563.24300250795
139769,588754.8182475659
52326,349392.962339372
162813,789075.4152250605
180789,539005.7219653679
49386,436460.3203436399
33541,318672.18958606594
159352,505413.67428210075
42027,453969.2393309332
155370,418067.23438713956
143725,513659.8175078455
131769,444016.06195998314
139885,444147.0051654461
93808,458457.48914792005
10639,343321.68098898255
168611,534108.9888327831
167653,628048.6837047385
123170,340255.83764060104
139150,313984.075881369
62622,486821.23218875565
168689,907645.3154344782
18566,309109.521130227
67121,265679.253289505
119193,412476.65538199677
75320,494354.7128097964
185227,776978.3341125636
59316,465245.46387273376
42962,261907.8404220671
51540,294774.7438394219
37927,355146.42979182926
85155,295372.30266141775
148730,444145.89097014867
182768,611139.2687479637
21816,333677.43138307566
119821,453036.5022295602
53803,380452.16435574356
75672,502142.8068510993
164062,529574.2431712274
9801,692511.5387612049
90516,516495.0258820582
126543,367605.69372704544
20563,156128.72660831612
173167,490004.4932792519
165546,678911.3280289825
140696,465230.7708045534
60885,452576.40055758425
71010,343348.5647051177
65245,424110.90145893116
7762,283335.18939230405
162332,463377.92498297745
132065,486737.80319633614
163315,543578.2707101116
94896,383978.0739643197
13990,443175.50073199935
86695,432982.6182490238
136032,756790.9877977984
181973,545081.3887969494
70720,1097139.591931604
176320,672254.5687617237
123988,639985.78538674
75446,472889.66852214944
165520,480619.4200292238
95499,432981.5478486997
73362,422044.7601978858
115013,326254.7002926899
170250,559159.7501504745
117752,532033.824443585
120534,588106.3930398782
43110,379173.3790769127
173316,570023.0141262127
163348,773628.3693370442
167196,550332.4866694559
8539,523403.4763488287
57416,449727.2597448548
147688,421671.0189786089
48843,265694.71989215806
123483,442982.7481826342
91781,377073.7060101039
57502,157921.31608581508
41380,493539.18206644786
71368,447283.9779365427
90332,399303.9291435494
56200,430890.2937359425
59273,486070.1640490733
59528,773378.0451440265
142978,462484.83463494986
62463,419128.02130788803
151089,335987.989908737
159388,397111.4116681586
15000,324202.57597580657
124030,401350.49891925184
146762,386033.35960008437
32542,279142.89490937954
44504,382300.9656111576
154438,527113.540058406
92711,404061.5293232581
26861,389419.05039638164
154130,517214.31577606517
108177,531331.2859222229
85561,308107.765288778
29523,231234.2128245986
162190,583297.5210797912
137744,426992.93390104733
141614,414541.6488727457
154095,519045.79709510406
177433,677592.9988237796
16212,311704.1623436318
138324,480969.503112722
179772,682702.4751287854
80229,523376.19422242866
146601,516683.4411683067
90354,430512.5173465748
16620,337831.48180978966
144520,437578.60955514293
43671,282956.6855741713
151379,433695.35795409913
43516,271151.756736677
114780,402043.80561790284
48679,418599.0301520396
23310,321699.6571425742
82078,783257.776103413
161637,486815.7566863832
97266,388350.22231045825
25975,354257.89467147173
183280,714264.4533937728
143522,417242.9214207997
82873,389107.40475601
111022,393111.0499471289
170004,475687.0683053349
149233,415866.3357680271
11335,229723.01167073735
178323,667779.9626400142
117545,464599.33929613547
104197,464556.24146136
114280,440829.37645373115
30527,329691.17495723726
42651,389278.7792975877
123646,424142.5683946252
72689,483274.0316363623
78646,462957.66297013103
50032,459470.15592193586
167436,739858.4931886558
25911,242535.90661320253
140037,438610.3303358478
117935,545767.8780008318
122922,400725.9189812291
28738,364644.8119716691
129413,445993.82363464177
65411,589080.5103928638
20519,188525.65427168948
148799,510936.0628509066
96848,375974.33349291224
167854,474355.54972640576
90027,441930.1458931989
124583,389704.8473734485
123841,417373.1703009936
143815,521630.08452552295
100928,338235.61471732677
64554,441094.15866325016
27802,281261.96904481715
55996,296790.9303361294
168480,490030.12995040393
18511,345200.5873869659
7174,313844.92278085067
107447,393327.01419617404
109945,403026.70670418645
109304,550489.9886511364
33225,151637.93593241216
31504,266538.88342704816
85162,290533.7439996456
164868,494048.41888405173
102092,432791.48303739267
5618,377533.3058328437
45425,389826.36405503645
127376,472674.61423599534
156938,463715.70091851614
127635,493630.8572741373
111774,593978.7639396213
141311,626497.439936365
68733,383533.99785202066
171431,731476.6086201183
57288,304345.1495193598
147560,606171.868667812
83283,493776.7368857189
180470,559327.2348456735
85424,436462.20103259804
30049,303708.9399853081
138841,523585.5688326691
138637,392244.5324587148
178178,732669.318334838
69976,694133.3203239212
139744,531801.1817204107
58256,191570.85254458367
104665,474842.1445503134
169191,523594.0978982919
55984,416559.65189962887
40354,384474.19934686157
59813,194850.4677417538
142178,355805.48325225303
104367,471930.000742985
135075,407160.3232508076
16278,331387.9427847449
49191,425904.2641317583
95010,397397.85787334945
179668,580013.9616731096
111338,367766.2593313443
76006,394120.0221175519
106534,454729.8392078455
78933,733709.9548631334
76196,556542.1637447528
110996,469880.34492082085
145016,528231.1268089359
133526,457734.9679251171
67069,581032.2126300626
77499,326936.7812715948
51668,623003.7828890716
64752,483146.961378261
148430,444070.35834485025
63329,320827.9232051122
173406,471579.54108781216
79182,400325.3064072798
139963,441884.7950029725
119727,334284.5013742503
14184,318773.3229349912
63325,636179.2638774576
69906,669605.3270527539
150715,334124.4578914031
10423,388649.55292427115
13226,-12424.795377990347
166355,529070.6312524475
162216,548262.2591651863
43071,393977.65049012535
103161,486799.6567299015
168506,496689.7606778027
30707,452334.74860166083
54877,452630.1395536289
77637,362271.7832855927
54304,320685.0247923737
71775,668612.6142596705
116543,353900.4870455881
18877,412739.20359367423
98865,454488.5632998239
169535,516663.9513359667
155674,341708.5376113471
46410,392396.7556144274
25354,383999.31549950124
149242,351238.39538396813
156019,511985.6799232113
2372,252839.06780917384
167793,500583.7871318156
13539,369947.53958798683
96889,579646.1052608525
12180,171759.30257058737
30975,470501.49334165605
142091,672715.1464292145
141417,536753.9981229501
88385,479596.8369253969
118140,468972.40386279125
130703,468569.49137601565
78738,452340.22724904335
31269,318201.2060233171
109042,438906.3946904578
48367,375438.063920642
169027,476349.8863929684
94564,402078.7904941138
69161,509698.7685369761
109455,583158.3046690477
102048,486633.58096875483
142061,616678.6678011284
80360,330461.9811483724
108330,427622.67599452485
45894,281725.9676613774
184619,722160.2514240236
44807,332491.06134584825
86934,359641.1882844131
99343,389374.83649424557
168916,539251.9459913423
89276,661659.5202727055
51815,303843.61721860606
125813,407947.5854070647
107171,397726.0823169743
154642,416440.2144336078
10072,359960.7012502436
68097,313070.178002145
160821,494146.7683600679
19655,308951.4440065768
142752,449980.1180524031
36940,308194.3237954292
111126,407017.47008147114
596,289713.90549452824
71019,367420.62190575653
4479,369188.4454174197
55848,508271.164143606
85188,483305.5507517018
125357,375756.17508611095
14647,308823.36144599284
162730,498672.818511408
150653,428200.349279091
120056,365520.98615623865
169156,576379.0901385248
67935,659829.578989004
174388,630636.5805498328
182913,645438.9186083162
54148,271084.37391083804
131866,578624.3604910205
149984,473497.3248494274
159985,528514.701803085
95496,434995.1838369775
112843,404008.28637419955
49524,398217.39923345816
27369,177518.86817544437
30825,433157.58610294026
169753,665974.3269092247
92534,362479.5182857907
129225,430305.29205789603
13062,183900.4836481678
130722,576120.2106430214
134157,432169.7486656565
165859,510180.37509803567
66301,478261.9777376415
83618,481132.3059629535
107691,454732.9411905987
105232,403548.16888823226
48298,564209.6822289194
40648,323530.30175243696
71976,486489.81366597814
72896,612561.8624172222
74551,412968.6766484257
44973,338973.6510383224
29347,353383.5576643561
141919,504837.01772880397
106300,365107.8808507994
131980,458719.06839413
133141,449401.56589875073
3973,278325.65276647906
40519,333158.07736905187
180446,601473.6315588385
175025,572442.0084652327
75064,404715.72556180507
18793,421378.06463568995
149491,422930.16150913306
154754,505289.2191199201
132371,399464.970302884
134999,458712.08015060413
165322,515658.76014412264
108805,522865.7685967422
140691,506490.0764079317
156367,526423.9865557883
85858,604787.8385446004
152700,449061.8443084422
185104,583743.5746435777
70218,435517.0871820703
10393,363597.25983793975
165123,521030.11272667436
55106,431958.4922956214
88369,380968.42616405874
41779,600166.4777273558
130816,420143.2394680035
31211,350384.5744204373
166757,680814.2741576909
108437,374572.99430245714
185814,775427.3526756628
73304,426014.25936172204
148656,502898.08297975356
84559,359354.898805474
151222,435729.50496396946
2069,269441.6036312765
182640,730040.2171312977
157520,500677.1892397164
153201,521424.8611599184
51319,390753.7408646636
167197,541372.148336772
56328,769271.0516523113
7586,328343.02258197113
4962,559772.2654340261
17286,219885.1572821046
17996,345755.1421466109
136652,455232.3524888344
107533,378283.3552802136
35676,252512.5130091863
63528,370161.3818389333
88024,405014.0903524981
92245,465769.65916236956
121431,507663.39632901107
117675,417050.92499049444
134315,592684.3054814609
80382,354444.05838539515
5676,412850.12184080767
85834,398553.403476896
7544,322077.8790115914
76545,385003.38441904355
182269,691391.6569940171
115301,355645.38841782033
184499,749657.9669583079
89274,747972.6556026395
96978,488911.78423953836
22476,321542.4321380573
43684,358711.2240912505
103852,498081.1397982822
6660,305269.84203081595
149136,521305.5401993188
55623,332765.6479713806
154963,409296.5529255872
118607,407619.1093524325
66046,430743.6376320863
50815,429185.1826798514
88378,467630.25498728716
47559,449194.822187828
96116,423531.35769292153
31651,326522.65672343236
141186,592310.123895135
142321,740329.0392910995
47123,259998.21257110982
176333,633381.4668584565
3011,260502.53363135306
68006,560993.8025453475
183387,527142.0591700225
36465,322773.1592838292
39670,287186.0562036039
173044,494198.9746530598
7197,289395.70745284297
35841,266287.1418381045
185880,685653.3329523469
64929,699207.7021016116
99553,520962.3090211966
59246,227329.89349909866
122401,338183.4765855294
5750,373043.9061037145
54602,317825.85756429605
57503,173443.6564870968
139988,484041.7309075
61441,827306.825999948
3816,374654.38868284057
157223,483652.16591384495
45836,348634.1465592047
155755,427007.6856980624
1314,264930.78422549437
172283,602269.3122276393
183939,680202.8568702308
102449,468330.5988065825
130038,391265.198203476
69337,738165.164947005
59437,319839.98208414705
100231,441460.3531354307
184320,593711.9842329293
121624,434657.9697661069
175778,517715.88518786954
49838,253354.37777291838
112596,388031.56865665136
92825,628527.185337854
3175,541875.9525037382
20599,228475.7657843911
90059,472628.70279635914
8718,252390.95053948014
56904,631706.5584129577
140415,420995.4288199234
45486,399592.66696615407
72264,414797.5663610371
102129,428119.3885608745
5083,407869.3620463909
23403,400010.33237631875
57581,664281.9159632328
165475,493850.113518478
88985,507849.7754122319
30967,449622.5277676826
19270,410049.18312964845
39924,255473.81994942145
52520,563458.5736639953
151658,373839.9552160681
145774,555126.8671993546
52004,342943.5481680744
109232,389168.2126111452
32071,232783.1059658691
421,241153.30647863954
150070,494726.825807008
157555,452204.0443990643
141514,347805.8635949879
137558,577797.8722996023
155571,411965.1742574264
162016,520721.27847829467
47743,363090.0794811808
42863,320966.70426271844
60316,352206.8054588436
119376,517162.5899696525
96534,424061.258188789
97787,516834.79755298
46854,194653.6051106706
131197,390148.3888062567
45750,340229.72024092707
75580,589455.3263602669
122938,506281.0515512577
24952,263114.8079617977
8713,225959.98206206615
29044,288491.66704076965
33794,444743.16253719
155354,533148.8120752941
174630,668300.2858076729
357,219074.78768260073
52446,389234.3028879274
173530,502801.7525904316
9167,290278.8822405094
2712,261363.97231445805
34228,365955.68940434564
14795,306646.1024259068
101108,515358.00359615433
182805,634715.7478557874
101314,454576.11712779885
71207,345529.2501425637
24463,327076.2295103413
161441,440529.54689355765
62066,302993.0137404053
140608,440257.99149677827
9901,253095.09218751756
167009,493936.115020249
70131,335916.8677114007
111696,592504.0790795749
69883,742283.4874732478
68434,423147.74487151403
10786,295598.5553726329
104011,545233.0256864466
108425,369734.43564068497
120804,404777.934054567
26582,405168.3551918584
20975,399290.7152025524
134633,499809.33727992023
97941,466786.0030502279
107642,416408.0386975361
161902,512104.47143234033
100312,771047.6142774355
95448,416946.2986170675
21815,301541.10974614986
149382,690707.3216307152
74108,732895.881016446
123994,614734.2725477136
146443,503239.00900806
108700,368857.47749065974
22001,412501.67864235025
74783,373276.569488504
119865,429922.52982535615
141913,426554.2304017554
74995,472280.1985555638
135235,314743.56943602744
48589,307623.37007839
914,251292.5387109316
119943,417236.681923678
99440,344495.57070665306
144341,601025.1580748048
97930,535125.3513697387
90951,398976.10892377305
131041,387758.8478020915
84731,475784.72494232055
135546,713543.580270785
127448,481926.63898941316
61300,274741.25144304323
63131,401544.1038704855
25238,321494.2660816137
180340,601551.5826619169
99506,339919.177748302
183854,664388.055450707
94910,467614.856711256
44500,277931.5278339534
63085,412726.7371013634
164640,711291.7978660977
16313,350555.22098914284
132985,413636.8661749909
101842,356822.94983292837
5938,469047.1238517326
44937,354481.77457636676
